Scrip Code,COMPANY,ISIN No.,Close Price
540497,S Chand And Company Limited,INE807K01035,230.5
539450,S H Kelkar and Company Limited,INE500L01026,235.9
543387,S.J.S. Enterprises Limited,INE284S01014,991
540048,S.P. Apparels Limited,INE212I01016,901.2
506642,SADHANA NITROCHEM LTD.,INE888C01040,73.45
523025,SAFARI INDUSTRIES (INDIA) LTD.,INE429E01023,2372.75
502090,SAGAR CEMENTS LTD.,INE229C01021,234.25
543989,Sai Silks (Kalamandir) Limited,INE438K01021,174.85
515043,SAINT-GOBAIN SEKURIT INDIA LTD,INE068B01017,142.7
540642,Salasar Techno Engineering Lim,INE170V01027,18.5
543984,Samhi Hotels Limited,INE08U801020,209.75
535789,Sammaan Capital Limited,INE148I01020,170.5
517334,Samvardhana Motherson Internat,INE775A01035,197.6
541163,Sandhar Technologies Limited,INE278H01035,639.65
504918,SANDUR MANGANESE & IRON ORES L,INE149K01016,505.8
514234,SANGAM (INDIA) LTD.,INE495C01010,436.9
526521,SANGHI INDUSTRIES LTD.,INE999B01013,93.49
530073,SANGHVI MOVERS LTD.,INE989A01024,832.75
532435,SANMIT INFRA LIMITED,INE799C01031,14.29
543358,Sansera Engineering Limited,INE953O01021,1528.4
543397,Sapphire Foods India Limited,INE806T01012,1632.45
504614,SARDA ENERGY & MINERALS LTD.,INE385C01021,346.75
532163,SAREGAMA INDIA LTD.,INE979A01025,525.65
532663,Sasken Technologies Limited,INE231F01020,1634
533259,Sastasundar Ventures Limited,INE019J01013,325.2
511076,SAT INDUSTRIES LTD.,INE065D01027,117.8
539201,SATIA INDUSTRIES LIMITED,INE170E01023,123.05
539404,SATIN CREDITCARE NETWORK LIMIT,INE836B01017,209.6
524667,SAVITA OIL TECHNOLOGIES LTD.,INE035D01020,601.65
543959,SBFC Finance Limited,INE423Y01016,84.43
543066,SBI CARDS AND PAYMENT SERVICES,INE018E01016,716.45
540719,SBI Life Insurance Company Lim,INE123W01016,1788.95
505790,Schaeffler India Limited,INE513A01022,4096.4
534139,SCHNEIDER ELECTRIC INFRASTRUCT,INE839M01018,798.4
526807,SEAMEC LTD.,INE497B01018,1497.65
543936,Senco Gold Limited,INE602W01019,1090.8
532945,SEPC LIMITED,INE964H01014,25.53
512529,SEQUENT SCIENTIFIC LTD.,INE807F01027,166.7
502450,SESHASAYEE PAPER & BOARDS LTD.,INE630A01024,369.85
539199,SG FINSERVE LIMITED,INE618R01015,381.55
501423,SHAILY ENGINEERING PLASTICS LT,INE151G01028,981.85
531431,SHAKTI PUMPS (INDIA) LTD.,INE908D01010,4474
540797,Shalby Limited,INE597J01018,274.6
509874,SHALIMAR PAINTS LTD.,INE849C01026,138.2
540425,Shankara Building Products Lim,INE274V01019,600.85
522034,SHANTHI GEARS LTD.,INE631A01022,616
538666,Sharda Cropchem Limited,INE221J01015,574.75
535602,SHARDA MOTOR INDUSTRIES LTD,INE597I01028,2712.15
540725,Share India Securities Limited,INE932X01026,293.15
540203,Sheela Foam Limited,INE916U01025,939
530549,SHILPA MEDICARE LTD.,INE790G01031,697.25
523598,SHIPPING CORPORATION OF INDIA,INE109A01011,276.25
532323,SHIVA CEMENT LTD.,INE555C01029,52.54
513097,SHIVALIK BIMETAL CONTROLS LTD.,INE386D01027,591.95
539148,Shivalik Rasayan Ltd.,INE788J01021,579.65
532638,SHOPPERS STOP LTD.,INE498B01024,789.45
500387,SHREE CEMENT LTD.,INE070A01015,24718
502180,SHREE DIGVIJAY CEMENT CO.LTD.,INE232A01011,103.7
539334,Shree Pushkar Chemicals & Fert,INE712K01011,256.9
532670,SHREE RENUKA SUGARS LTD.,INE087H01022,47.16
520151,SHREYAS SHIPPING & LOGISTICS L,INE757B01015,335.95
511218,Shriram Finance Limited,INE721A01013,3123.85
543419,Shriram Properties Limited,INE217L01019,134.65
543299,Shyam Metalics and Energy Limi,INE810G01011,804.7
500550,SIEMENS LTD.,INE003A01024,7022.05
543389,Sigachi Industries Limited,INE0D0K01022,60.91
543990,SIGNATUREGLOBAL (INDIA) LIMITE,INE903U01023,1487.05
543686,Sirca Paints India Limited,INE792Z01011,336.8
540673,SIS LIMITED,INE285J01028,421.05
503811,SIYARAM SILK MILLS LTD.,INE076B01028,498.35
533206,SJVN LTD,INE002L01015,133.7
500472,SKF INDIA LTD.,INE640A01023,5258.25
538562,SKIPPER LTD,INE439E01022,457.55
543263,SMC Global Securities Limited,INE103C01036,150.05
505192,SML ISUZU LIMITED,INE294B01019,2022.95
532815,SMS PHARMACEUTICALS LTD.,INE812G01025,356.6
538635,SNOWMAN LOGISTICS LTD,INE734N01019,81.64
532784,SOBHA,INE671H01015,1688.2
532725,SOLAR INDUSTRIES INDIA LTD.,INE343H01029,10603.55
541540,SOLARA ACTIVE PHARMA SCIENCES,INE624Z01016,733.1
507514,SOM DISTILLERIES & BREWERIES L,INE480C01038,109.55
531548,SOMANY CERAMICS LTD.,INE355A01028,737.25
543300,Sona BLW Precision Forgings Li,INE073K01018,695.15
532221,SONATA SOFTWARE LTD.,INE269A01021,618.5
532218,SOUTH INDIAN BANK LTD.,INE683A01023,26.36
542759,Spandana Sphoorty Financial Li,INE572J01011,614.55
534425,SPECIALITY RESTAURANTS LTD.,INE247M01014,192.7
542337,Spencer's Retail Limited,INE020801028,95.5
500285,SPICEJET LTD.,INE285B01017,66.72
539221,Sportking India Ltd.,INE885H01011,1483.5
532842,SREE RAYALASEEMA HI-STRENGTH H,INE917H01012,590.25
503806,SRF LTD.,INE647A01010,2490
540575,Star Cement Limited,INE460H01021,222.65
543412,Star Health and Allied Insuran,INE575P01011,602
500112,STATE BANK OF INDIA,INE062A01020,815.25
500113,STEEL AUTHORITY OF INDIA LTD.,INE114A01011,131.85
534748,STEEL EXCHANGE INDIA LTD.,INE503B01021,13.39
513262,STEEL STRIPS WHEELS LTD.,INE802C01033,225.45
513517,STEELCAST LTD.,INE124E01020,654.05
542760,STERLING AND WILSON RENEWABLE,INE00M201021,670.5
530759,STERLING TOOLS LTD.,INE334A01023,525.95
532374,STERLITE TECHNOLOGIES LTD.,INE089C01029,138.65
543260,STOVE KRAFT LIMITED,INE00IN01015,780.85
532531,STRIDES PHARMA SCIENCE LIMITED,INE939A01011,1304.5
526951,STYLAM INDUSTRIES LIMITED,INE239C01020,1981.1
506222,Styrenix Performance Materials,INE189B01011,2774.6
532348,SUBEX LTD.,INE754A01055,30.69
517168,SUBROS LTD.,INE287B01021,749.55
506655,SUDARSHAN CHEMICAL INDUSTRIES,INE659A01023,1014.65
524542,SUKHJIT STARCH & CHEMICALS LTD,INE450E01011,501.6
543711,Sula Vineyards Limited,INE142Q01026,484
542920,SUMITOMO CHEMICAL INDIA LIMITE,INE258G01013,532.55
533306,SUMMIT SECURITIES LTD.,INE519C01017,2175.9
532872,SUN PHARMA ADVANCED RESEARCH C,INE232I01014,223
524715,SUN PHARMACEUTICAL INDUSTRIES,INE044A01036,1776.15
532733,SUN TV NETWORK LTD.,INE424H01027,769.7
544066,SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,1706.9
500403,SUNDRAM FASTENERS LTD.,INE387A01021,1342.75
500404,SUNFLAG IRON & STEEL CO.LTD.,INE947A01014,231.25
512179,SUNTECK REALTY LTD.,INE805D01034,623.75
532509,SUPRAJIT ENGINEERING LTD.,INE399C01030,565.45
509930,SUPREME INDUSTRIES LTD.,INE195A01028,5503.45
500405,SUPREME PETROCHEM LTD.,INE663A01033,871.15
543434,Supriya Lifescience Limited,INE07RO01027,553.85
544054,Suraj Estate Developers Limite,INE843S01025,795.25
500336,SURYA ROSHNI LTD.,INE335A01020,681.45
543279,Suryoday Small Finance Bank Li,INE428Q01011,202.45
532782,SUTLEJ TEXTILES & INDUSTRIES L,INE645H01027,74.46
530239,SUVEN LIFE SCIENCES LTD.,INE495B01038,151.15
543064,SUVEN PHARMACEUTICALS LIMITED,INE03QK01018,1070.8
532667,SUZLON ENERGY LTD.,INE040H01021,78.84
503310,SWAN ENERGY LTD.,INE665A01038,699.4
500407,SWARAJ ENGINES LTD.,INE277A01016,3142.85
517385,SYMPHONY LIMITED,INE225D01027,1624.65
524470,SYNCOM FORMULATIONS (INDIA) LT,INE312C01025,19.02
539268,Syngene International Limited,INE398R01022,841.85
543573,Syrma SGS Technology Limited,INE0DYJ01015,453.35
533553,T D POWER SYSTEMS LTD.,INE419M01027,432.1
532390,TAJGVK HOTELS & RESORTS LTD.,INE586B01026,319.7
505160,TALBROS AUTOMOTIVE COMPONENTS,INE187D01029,358.65
531426,TAMIL NADU NEWSPRINT & PAPERS,INE107A01015,228.2
543596,Tamilnad Mercantile Bank Limit,INE668A01016,462.8
500777,TAMILNADU PETROPRODUCTS LTD.,INE148A01019,99.4
506854,TANFAC INDUSTRIES LTD.,INE639B01015,2347.55
532790,TANLA PLATFORMS LIMITED,INE483C01032,915.35
543249,TARC LIMITED,INE0EK901012,215.15
543399,Tarsons Products Limited,INE144Z01023,458.85
519091,TASTY BITE EATABLES LTD.,INE488B01017,14529.85
500770,TATA CHEMICALS LTD.,INE092A01019,1072.1
500483,TATA COMMUNICATIONS LTD.,INE151A01013,1907.75
532540,TATA CONSULTANCY SERVICES LTD.,INE467B01029,4464
500800,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,1197.8
500408,TATA ELXSI LTD.,INE670A01012,7086.4
501301,TATA INVESTMENT CORPORATION LT,INE672A01018,6161.85
570001,TATA MOTORS LTD - DVR,IN9155A01020,748.7
500570,TATA MOTORS LTD.,INE155A01022,1084.9
500400,TATA POWER CO.LTD.,INE245A01021,418
500470,TATA STEEL LTD.,INE081A01020,154.15
544028,Tata Technologies Limited,INE142M01025,1036.8
532371,TATA TELESERVICES (MAHARASHTRA,INE517B01013,94.04
543321,Tatva Chintan Pharma Chem Limi,INE0GK401011,1025.25
540212,TCI Express Limited,INE586V01016,1063.4
541700,TCNS Clothing Co. Limited,INE778U01029,570.45
523301,TCPL PACKAGING LTD.,INE822C01015,3241.35
539658,TeamLease Services Limited,INE985S01024,3243.05
532755,TECH MAHINDRA LTD.,INE669C01036,1599.35
542141,Techno Electric & Engineering,INE285K01026,1692.75
532804,TECHNOCRAFT INDUSTRIES (INDIA),INE545H01011,3810.5
543413,Tega Industries Limited,INE011K01018,1715.25
540595,Tejas Networks Limited,INE010J01012,1289.3
505400,TEXMACO INFRASTRUCTURE & HOLDI,INE435C01024,132.5
533326,TEXMACO RAIL & ENGINEERING LTD,INE621L01012,248.55
507753,TGV SRAAC Limited,INE284B01028,98.75
533158,THANGAMAYIL JEWELLERY LTD,INE085J01014,1922.3
542460,The Anup Engineering Ltd,INE294Z01018,2009.1
540769,The New India Assurance Compan,INE470Y01017,264.1
503100,THE PHOENIX MILLS LTD,INE211B01039,3565.65
500260,THE RAMCO CEMENTS LIMITED,INE331A01037,819.65
530199,THEMIS MEDICARE LTD.,INE083B01024,265.6
500411,THERMAX LTD.,INE152A01029,4480.8
500412,THIRUMALAI CHEMICALS LTD.,INE338A01024,343.6
500413,THOMAS COOK (INDIA) LTD.,INE332A01027,214.1
539871,Thyrocare Technologies Limited,INE594H01019,898.3
507205,TILAKNAGAR INDUSTRIES LTD.,INE133E01013,248.1
532856,TIME TECHNOPLAST LTD.,INE508G01029,398.95
500414,TIMEX GROUP INDIA LTD.,INE064A01026,151.95
522113,TIMKEN INDIA LTD.,INE325A01013,3771.05
532375,TIPS INDUSTRIES LTD.,INE716B01029,757.5
532966,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,1416.05
500114,TITAN COMPANY LIMITED,INE280A01028,3568.55
500420,TORRENT PHARMACEUTICALS LTD.,INE685A01028,3350.15
532779,TORRENT POWER LTD.,INE813H01021,1671.3
526650,TOURISM FINANCE CORPORATION OF,INE305A01015,187.45
543638,Tracxn Technologies Limited,INE0HMF01019,92.76
532928,TRANSFORMERS AND RECTIFIERS (I,INE763I01026,745.95
543955,Transindia Real Estate Limited,INE0O3901029,50.14
506687,TRANSPEK INDUSTRY LTD.,INE687A01016,1747.9
532349,TRANSPORT CORPORATION OF INDIA,INE688A01022,1144.4
500251,TRENT LTD.,INE849A01020,6950.05
521064,TRIDENT LTD.,INE064C01022,37.74
532356,TRIVENI ENGINEERING & INDUSTRI,INE256C01024,450.6
533655,TRIVENI TURBINE LTD.,INE152M01016,728.8
540268,TruCap Finance Limited,INE615R01029,49.77
507747,TTK HEALTHCARE LTD.,INE910C01018,1656.45
517506,TTK PRESTIGE LTD.,INE690A01028,936.85
540762,Tube Investments of India Ltd,INE974X01010,4061.95
532515,TV TODAY NETWORK LTD.,INE038F01029,272.65
532800,TV18 BROADCAST LTD.,INE886H01027,48.64
532513,TVS ELECTRONICS LTD.,INE236G01019,446.45
520056,TVS Holdings Limited,INE105A01035,13466.15
532343,TVS MOTOR COMPANY LTD.,INE494B01023,2766.75
509243,TVS SRICHAKRA LTD.,INE421C01016,4759
543965,TVS Supply Chain Solutions Lim,INE395N01027,195.2
532505,UCO BANK,INE691A01018,51.85
530131,UDAIPUR CEMENT WORKS LTD.,INE225C01029,36.48
500148,UFLEX LTD.,INE516A01017,843.75
530363,UGAR SUGAR WORKS LTD.,INE071E01023,83.92
511742,UGRO CAPITAL LIMITED,INE583D01011,240.75
542904,Ujjivan Small Finance Bank Lim,INE551W01018,43.39
506685,ULTRAMARINE & PIGMENTS LTD.,INE405A01021,530.95
532538,ULTRATECH CEMENT LTD.,INE481G01011,11324.55
506690,UNICHEM LABORATORIES LTD.,INE351A01035,596.2
532477,UNION BANK OF INDIA,INE692A01016,127.2
543689,Uniparts India Limited,INE244O01017,494.55
532478,UNITED BREWERIES LTD.,INE686F01025,2004.6
532432,UNITED SPIRITS LTD.,INE854D01024,1430.15
504212,UNIVERSAL CABLES LTD.,INE279A01012,687.25
532539,UNO Minda Limited,INE405E01023,1117
543996,Updater Services Limited,INE851I01011,362.35
512070,UPL LIMITED,INE628A01036,573.65
517146,USHA MARTIN LTD.,INE228A01035,332.95
543238,UTI Asset Management Company L,INE094J01016,1134.65
543942,UTKARSH SMALL FINANCE BANK LIM,INE735W01017,50.27
532729,UTTAM SUGAR MILLS LTD.,INE786F01031,336.8
532953,V-GUARD INDUSTRIES LTD.,INE951I01027,467.55
534976,V-MART RETAIL LTD.,INE665J01013,3631.5
507880,V.I.P.INDUSTRIES LTD.,INE054A01027,460.9
531266,V.S.T.TILLERS TRACTORS LTD.,INE764D01017,3882.7
533269,VA TECH WABAG LTD.,INE956G01038,1344.05
519156,VADILAL INDUSTRIES LTD.,INE694D01016,3986.25
532156,VAIBHAV GLOBAL LTD,INE884A01027,334.4
511431,VAKRANGEE LIMITED,INE051B01021,21.41
540145,Valiant Organics Limited,INE565V01010,397.75
533160,VALOR ESTATE LIMITED,INE879I01012,207.1
534392,VARDHMAN SPECIAL STEELS LTD.,INE050M01012,270.7
502986,VARDHMAN TEXTILES LTD.,INE825A01020,499.2
541578,Varroc Engineering Limited,INE665L01035,578.25
540180,Varun Beverages Limited,INE200M01021,1582.9
533156,VASCON ENGINEERS LTD,INE893I01013,71.18
543463,Vedant Fashions Limited,INE825V01034,1172.35
500295,VEDANTA LIMITED,INE205A01025,449.2
523261,VENKYS (INDIA) LTD.,INE398A01010,2249.1
543528,Venus Pipes & Tubes Limited,INE0JA001018,2286.95
543514,Veranda Learning Solutions Lim,INE0IQ001011,291.7
520113,VESUVIUS INDIA LTD.,INE386A01015,5151.35
531717,Vidhi Specialty Food Ingredien,INE632C01026,449.55
543350,Vijaya Diagnostic Centre Limit,INE043W01024,918.5
542655,VIKAS LIFECARE LIMITED,INE161L01027,4.97
524394,VIMTA LABS LTD.,INE579C01029,537.3
524200,VINATI ORGANICS LTD.,INE410B01037,1987.2
517015,VINDHYA TELELINKS LTD.,INE707A01012,2516.35
524129,VINYL CHEMICALS (INDIA) LTD.,INE250B01029,428.5
509055,VISAKA INDUSTRIES LTD.,INE392A01021,118.55
516072,VISHNU CHEMICALS LTD.,INE270I01022,432.3
543974,VISHNU PRAKASH R PUNGLIA LIMIT,INE0AE001013,259
511333,VLS FINANCE LTD.,INE709A01018,368.1
532822,VODAFONE IDEA  LIMITED,INE669E01016,15.83
532757,VOLTAMP TRANSFORMERS LTD.,INE540H01012,14461.55
500575,VOLTAS LTD.,INE226A01021,1690.1
539118,VRL Logistics Limited,INE366I01010,523.85
509966,VST INDUSTRIES LTD.,INE710A01016,4633.35
534618,WAAREE RENEWABLE TECHNOLOGIES,INE299N01021,1432.45
538970,WARDWIZARD INNOVATIONS AND MOB,INE945P01024,55.52
532144,WELSPUN CORP LIMITED,INE191B01025,725.85
532553,WELSPUN ENTERPRISES LIMTED,INE625G01013,602.75
514162,WELSPUN LIVING LIMITED,INE192B01031,197.25
500365,WELSPUN SPECIALTY SOLUTIONS LI,INE731F01037,47.77
505412,WENDT (INDIA) LTD.,INE274C01019,14927.05
500444,West Coast Paper Mills Limited,INE976A01021,638.05
505533,WESTLIFE FOODWORLD LIMITED,INE274F01020,879.05
500238,WHIRLPOOL OF INDIA LTD.,INE716A01013,2041.9
507685,WIPRO LTD.,INE075A01022,512.35
532300,WOCKHARDT LTD.,INE049B01025,1017.45
538268,WONDERLA HOLIDAYS LTD,INE066O01014,843.15
505872,WPIL LTD.,INE765D01022,467.6
532616,XCHANGING SOLUTIONS LTD.,INE692G01013,126.85
541167,YASHO INDUSTRIES LIMITED,INE616Z01012,1870.4
543950,YATHARTH HOSPITAL & TRAUMA CAR,INE0JO301016,517.15
543992,YATRA ONLINE LIMITED,INE0JR601024,140.3
532648,YES BANK LTD.,INE528G01035,24.39
522108,YUKEN INDIA LTD.,INE384C01016,1283.35
543985,ZAGGLE PREPAID OCEAN SERVICES,INE07K301024,368.15
505537,ZEE ENTERTAINMENT ENTERPRISES,INE256A01028,136.6
532794,ZEE MEDIA CORPORATION LIMITED,INE966H01019,13.25
533339,ZEN TECHNOLOGIES LTD.,INE251B01027,1786.75
504067,ZENSAR TECHNOLOGIES LTD.,INE520A01027,776.2
533023,ZF Commercial Vehicle Control,INE342J01019,15475.95
543320,Zomato Limited,INE758T01015,262.7
534742,ZUARI AGRO CHEMICALS LTD.,INE840M01016,207.35
532321,Zydus Lifesciences Limited,INE010B01027,1178.65
531335,ZYDUS WELLNESS LTD.,INE768C01010,2284.8
